ID;TIPO_AZIENDA;RAGIONE_SOCIALE;COMUNE;PROVINCIA;STATO;INDIRIZZO;CAP;TELEFONO;EMAIL;SITO;N_DIPENDENTI;DATA_CONVENZIONE;INDIRIZZO;CODICE_ATECO;DESC_ATECO
2288;AZIENDA;FERRAMENTA PERINELLI;PESCHIERA DEL GARDA;VR;ITALIA;VIA MARZAN 4;37019;0457551749;info@perinelliforniture.it;http://www.perinelliforniture.it/it/;;19-12-2015;;;
2192;AZIENDA;FERRAMENTA VENETA SRL;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA MONTE AMIATA,1;37057;0458266555;marco.spinelli@ferramentaveneta.com;www.ferramentaveneta.com;29;;;;
20282;AZIENDA;FERRARI BK SRL;CERRO VERONESE;VR;ITALIA;VIA SANTA CATERINA 7;37020;0458819531;m.ferrari@ferraribk.it;;;;;;
16085;AZIENDA;FERRARI S.P.A.;PONTI SUL MINCIO;MN;ITALIA;VIA MONZAMBANO, 65;46040;0376808901;ferrari.giovanni@ferraricofani.it;;92;;;32.99.40;Fabbricazione di casse funebri
53168;AZIENDA;FERROVIE DELLO STATO ITALIANE;VERONA;VR;ITALIA;PIAZZALE 25 APRILE;37100;0458024675;PA.ZANELLA@TRENITALIA.IT;;;;;;
18859;AZIENDA;FIBERING S.P.A.;MILANO;MI;ITALIA;VIALE RESTELLI 3/1;20124;0200632100;info@fibering.com;www.fiberwide.com;;;;;
16017;AZIENDA;FILITECH S.R.L.;VERONA;VR;ITALIA;VIA LEGNAGO, 147/B;37134;0458220012;afilippozzi@inwind.it;;;;;;
7533;AZIENDA;FIMAUTO SPA;BUSSOLENGO;VR;ITALIA;VIA DEL LAVORO,19;37012;0456767787;raffaella.zilio@fimauto.conc-bmw.com;www.fimautogemelli.it;13;;;;
104212;AZIENDA;FINCONS SPA;MILANO;MI;ITALIA;CORSO MAGENTA 56;20100;0458799299;michele.moretti@finconsgroup.com;www.finconsgroup.com;960;;;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
1054;AZIENDA;FINE TUNING CONSULENZA INTEGRATA S.R.L.;VERONA;VR;ITALIA;VIA CA' DI COZZI, 14;37124;0458877221;info@finetuning.it;www.finetuning.it;;;;;
1055;AZIENDA;FIORINI E ADAMI S.R.L.;SANTA MARIA DI ZEVIO;VR;ITALIA;V.LE ARCHIMEDE, 17;37059;0458731573;amministrazione@fioriniadami.it;;;;;;
38413;AZIENDA;FIORIO SPA;PESCANTINA;VR;ITALIA;TRENTO,35;37026;0456760333;fiorio@fiorio.it;www.fiorio.it;48;;;;
1884;AZIENDA;FIUMINI SERGIO E FIGLI S.N.C.;VERONA;VR;ITALIA;VIA BELTRAMINI, 5;37124;045941176;mirco@fiuminisergioefigli.191.it;;3;;;;
61141;AZIENDA;FLAEM NUOVA SPA;DESENZANO DEL GARDA;BS;ITALIA;VIA COLLI STORICI,22;25015;0309910168;lorella.abate@flaemnuova.it;www.flaemnuova.it;100;;;26.60.02;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
11313;AZIENDA;FLOVER SRL;BUSSOLENGO;VR;ITALIA;VIA PASTRENGO 14;37012;0458241904;ammrisorse@flover.it;www.flover.it;50;;LOGISTICA;47.76.10;Commercio al dettaglio di fiori e piante
19465;UNIVERSITÀ;FONDAZIONE BRUNO KESSLER;TRENTO;TN;ITALIA;VIA S.CROCE,77;38100;0461314200;webvalley@fbk.eu;http://webvalley.fbk.eu;;;;;
53074;AZIENDA;FOR.MECH SRL;GREZZANA;VR;ITALIA;VIA DOMENICO DA LUGO 2B;37023;045 8802122;;;16;20-05-2019;COSTRUZIONE DEL MEZZO;25.62.00;Lavori di meccanica generale
99130;AZIENDA;FOREASYTECH SRL;PESCANTINA;VR;ITALIA;VIA W.FLEMING 11;37026;0457860205;info@4easytech.com;www.4easytech.com;5;;;26.60.02;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
61127;AZIENDA;FORNACE S.R.L.;VERONA;VR;ITALIA;VIA ISONZO ,11;37100;0456800977;info@fornacestudio.com;www.fornacestudio.com;5;16-05-2019;INFORMATICA;74.10.21;Attività dei disegnatori grafici di pagine web
141108;AZIENDA;FOTO OTTICA DE FORTUNA SNC;VERONA;VR;ITALIA;PIAZZA RISORGIMENTO 17 A;37100;;info@otticadefortuna.it;;;27-05-2019;;74.2;ATTIVITÀ FOTOGRAFICHE
50859;AZIENDA;FRA IVA SNC;COLOGNOLA AI COLLI;VR;ITALIA;VIA STRA' 164/7;37030;0456152480;;;2;;;;
6775;AZIENDA;FRACAROLLI FLLI SNC;BUSSOLENGO;VR;ITALIA;VIA STRADA SAN VITTORE 12;37012;045 7150838;info@fracarolli.it;;;13-05-2019;COSTRUZIONE DEL MEZZO;45.20.1;Riparazioni meccaniche di autoveicoli
1988;AZIENDA;FRACCAROLI & BALZAN S.P.A.;PESCANTINA;VR;ITALIA;VIA OSPEDALETTO, 113;37026;0456767309;amministrazione@fraccarolibalzan.it;www.fraccarolibalzan.it;59;;;;
136540;AZIENDA;FRANCHI E TABARELLI SRL;VALEGGIO SUL MINCIO;VR;ITALIA;VIA GALVANI 8;37067;045 6370898;info@franchietabarelli.it;www.franchietabarelli.it;10;02-05-2019;;49.41.00;Trasporto di merci su strada
86607;AZIENDA;FRANKE SPA;PESCHIERA DEL GARDA;VR;ITALIA;PIGNOLINI 2;37019;0456449422;job.it@franke.com;;300;15-05-2019;INFORMATICA;25.5;FUCINATURA, IMBUTITURA, STAMPAGGIO E PROFILATURA DEI METALLI  METALLURGIA DELLE POLVERI
112547;AZIENDA;FRASTE SPA;NOGARA;VR;ITALIA;VIA MOLINO DI SOPRA 71;37054;0442510233;serena.fracca@fraste.com;www.fraste.com;55;;;28.92.09;Fabbricazione di altre macchine da miniera, cava e cantiere (incluse parti e accessori)
12336;AZIENDA;FRATELLI LEARDINI S.N.C.;CAPRINO VERONESE;VR;ITALIA;VIA AGOSTINO GOIRAN, 27;37013;0456230742;info@leardinielettroimpianti.it;www.leardinielettroimpianti.it;;;;;
11323;AZIENDA;FRIGOSCANDIA SPA A SOCIO UNICO;CORNAREDO;MI;ITALIA;VIA MONZORO, 140;20010;02931901;daniela.gorla@frigoscandiaspa.it;http://www.frigoscandiaspa.it/;;;;;
45636;AZIENDA;FROMM PACKAGING AUTOMATION SRL;CAPRINO VERONESE;VR;ITALIA;VIALE DEL LAVORO 21/A;37013;0456230523;leardinie@fromm-pack.com;WWW.FROMM-AUTOMATION.COM;43;14-06-2019;;28.29.3;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse pa
51096;AZIENDA;FRONIUS ITALIA SRL;BUSSOLENGO;VR;ITALIA;VIA DELL'AGRICOLTURA,46;37012;0456763801;pv-amministrazione-italy@fronius.com;www.fronius.it;26;;;46.69.20;Commercio all'ingrosso di materiale elettrico per impianti di uso industriale
65362;AZIENDA;FUGA ING.FEDERICO;VERONA;VR;ITALIA;VIA BUTTURINI 9;37100;3283067431;fuga@studiofuga.com;www.studiofuga.com;;;;;
64724;AZIENDA;FULCRO SRL UNIPERSONALE;VERONA;VR;ITALIA;VIALE BRENNERO 27;37100;0458890026;info@fulcro.net;www.fulcro.net;1;23-05-2019;INFORMATICA;;
30368;AZIENDA;FUSTELLIFICIO ARENA SRL;VERONA;VERONA;ITALIA;E.TORRICELLI,35;37136;0459511332;ufficio@fustellificioarena.it;www.fustellificioarena.it;15;;;;
55989;AZIENDA;FUTURA SISTEMI SRL;BOVOLONE;VR;ITALIA;VIA SAN GIOVANNI;37051;045510712;info@futurasistemi.it;www.futurasistemi.it;7;10-06-2019;;;
2291;AZIENDA;FVS SPA;MOZZECANE;VR;ITALIA;VIA QUARTIERI;37060;0457900247;tecnico1@fvsspa.com;http://www.fvsspa.com/prodotti;;30-11-2015;;;
40803;AZIENDA;G.N.T. DI GULLO NUNZIO;BRENZONE;VR;ITALIA;VIA S.ANTONIO 6;37010;3338460993;nunziogullo@alice.it;;;;;;
1473;AZIENDA;GALIMBERTI SPA;VERONA;VR;ITALIA;VIA VERONA 22;37124;0456704320;sergio.deiana@galimberti.net;;;;;;
2141;AZIENDA;GAMMA UFFICIO SPA;VERONA;VR;ITALIA;VIA PACINOTTI,4;37135;0458185555;amministrazione@gammaspa.it;www.gammaspa.it;23;;;46.66;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
40788;AZIENDA;GARDALAND SRL;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA DERNA 4;37014;0456449839;hr@gardaland.it;www.gardaland.it;202;24-01-2019;;93.21.00;Parchi di divertimento e parchi tematici
1575;AZIENDA;GARONZI S.P.A.;VERONA;VR;ITALIA;C.SO MILANO 88/B;37138;045562122;info@garonzispa.it;www.garonzispa.it;17;;;45.11.01;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri
2317;AZIENDA;GAZZANI NEREO;CASTEL D'AZZANO;VR;ITALIA;VIA GARIBALDI, 20;37060;045 519989;nereogazzani@alice.it;;;;;;
43162;AZIENDA;GEA IMAFORNI S.P.A.;COLOGNOLA AI COLLI;VR;ITALIA;STRA',158;37030;0456174711;paolo.castagna@gea.com;www.imaforni.it;211;10-04-2018;;28.93.00;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e a
63124;AZIENDA;GEKO VIAGGI DI GES.CO SRL;PARMA;PR;ITALIA;STRADA LANGHIRANO 36;43124;441223341305;gruppi@gekoviaggi.it;www.gekoviaggi.it;5;;;79.11;Attività delle agenzie di viaggio
104662;AZIENDA;GENERAL DIES SRL;COLOGNOLA AI COLLI;VR;ITALIA;VIA STRA'182;37030;0457650600;info@generaldies.com;www.generaldies.com;53;;;28.30.90;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
112261;AZIENDA;GEOM.SQUARANTI MATTIA;GREZZANA;VR;ITALIA;VIA ORSARA 15;37023;0458032733;squarantimattia@hotmail.it;;;;;;
63025;AZIENDA;GEVA SRL;SONA;VR;ITALIA;VIA DELL'ARTIGIANATO,16;37060;0456095196;amministrazione@geva-srl.it;www.geva-srl.it;25;;;;
88833;AZIENDA;GEWIN SRL;VERONA;VR;ITALIA;VIA SARDEGNA 1F;37100;0458904253;info@gewin-informatica.com;www.gewin-informatica.com;13;22-01-2018;;62.01;Produzione di software non connesso all'edizione
45946;AZIENDA;GHEREG RUSLAN;VERONA;VR;ITALIA;VIA TOMBETTA,142/A;37135;3207772476;ruslan_gr2003@yahoo.com;;1;;;;
36469;AZIENDA;GI.GA. PNEUS SNC;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA MILANO, 155;37014;0457570542;info@gigapneus.it;;;;;;
49621;AZIENDA;GIACOMELLI SRL;SONA;VR;ITALIA;VIA TEVERE,4/A;37060;0458681097;info@giacomellisrl.com;www.giacomellisrl;3;;;;
64269;AZIENDA;GIADA3 SRL;BOSCO CHIESANUOVA;VR;ITALIA;VIA DEI CASTAGNI 42;37021;045995410;info@zaniniadv.it;;2;;;74.00.21;
44045;AZIENDA;GIAROLA & VERONESI SNC;BUTTAPIETRA;VR;ITALIA;VIA PROVINCIALE SUD, 5;37060;0456661684;;;;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
102119;AZIENDA;GIEFFE DI GOBETTI FABRIZIO;ZEVIO;VR;ITALIA;VIA GINO BELTRAMINI 27;37059;3406620918;frimanut@alice.it;;1;20-05-2019;ELETTRONICA;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
48210;AZIENDA;GIESSE SCAMPOLI SR;NEGRAR;VR;ITALIA;VIA ARCHIMEDE,7/9;37024;0455714040;info@giessescampoli.com;www.giessescampoli.com;13;;;46.41.10;Commercio all'ingrosso di tessuti
105510;AZIENDA;GIORGI BARBARA;SAN PIETRO IN CARIANO;VR;ITALIA;VIA DON.BERTONI;37029;3483556734;barbaragiorgia.azienda@gmail.com;;;;;;
48750;AZIENDA;GIR.C.A. SRL;BUSSOLENGO;VR;ITALIA;VIA GARDESANA,143;37012;0456766186;;www.gircaitalia;7;12-02-2018;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
1874;AZIENDA;GIRTECH S.R.L.;GREZZANA;VR;ITALIA;VIA D. DA LUGO, 34;37023;0458650792;cgirlanda@girtech.com;http://www.girtech.com/;;;;;
143814;AZIENDA;GIZERO ENERGIE SRL;VERONA;VR;ITALIA;VIA DELL'ARTIGIANATO 11;37100;0454851723;amministrazione@gizeroenergie.it;www.gizeroenergie.it;4;04-07-2019;;74.90.93;Altre attività di consulenza tecnica nca
41376;AZIENDA;GLAXOSMITHKLINE MANUFACTURING S.P.A.;VERONA;VR;ITALIA;VIA FLEMING, 2;37100;0521526111;alessia.x.trelle@gsk.com;WWW.GSK.COM;570;;;21.20.09;Fabbricazione di medicinali ed altri preparati farmaceutici
1423;AZIENDA;GLAXOSMITHKLINE SPA;VERONA;VR;ITALIA;VIA A. FLEMING, 2;37135;045/9218687;sofia.x.barbazzeni@gsk.com;www.GSK.it;893;;;46.46.10;Commercio all'ingrosso di medicinali
112745;AZIENDA;GLOBAL SERVICE IMPIANTI DI CERPELLONI A E C. SNC;VERONA;VR;ITALIA;VIA DELLA CONSORTIA ,15;37100;0458342935;;;;;;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
141112;AZIENDA;GP GARAGE;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA M.G. AGNESI;37014;3471522786;info@gpgarage.it;www.gpgarage.it;;27-05-2019;COSTRUZIONE DEL MEZZO;45.20.10;Riparazioni meccaniche di autoveicoli
46649;AZIENDA;GREEN CITY SOC.COOP;VERONA;VR;ITALIA;VIA ENRICO FERMI,13/C;37100;3420226438;greencity@legalmail.it;www.greencityverona.it;3;;;49.41;Trasporto di merci su strada
2167;AZIENDA;GREENSOFT SAS;LAZISE;VR;ITALIA;VIA DEL MOLINEL, 11;37017;0456020415;info@greensoft.net;www.grensoft.net;5;;;62.02;Consulenza nel settore delle tecnologie dell'informatica
114405;AZIENDA;GREENYARD FRESH ITALY SRL;TREVENZUOLO;VR;ITALIA;VIA TIONE 1;37060;0458379112;info@greenyardfresh.it;www.greenyardfresh.it;55;;;46.31;Commercio all'ingrosso di frutta e ortaggi freschi o conservati
45985;AZIENDA;GRUPPO BERTOLASO SPA;ZIMELLA;VR;ITALIA;VIA STAZIONE 760;37040;0442 450111;aruffo@bertolaso.com;www.bertolaso.com;;27-05-2019;;28.93;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco
2127;AZIENDA;GRUPPO GIOVANNINI SRL;VERONA;VR;ITALIA;VIA E. FERMI 13;37136;0458270340;;;;;;;
13628;AZIENDA;GRUPPO ITALIANO VINI S.P.A.;CALMASINO DI BARDOLINO;VR;ITALIA;VILLA BELVEDERE;37011;0456269607;bigi@giv.it;www.gruppoitalianovini.com;19;;;;
52037;AZIENDA;GRUPPO MANARA S.P.A.;OPPEANO;VR;ITALIA;VIA CADALORA 62;37050;0457130425;leonora.pelizzaro@gruppomanara.com;www.gruppomanara.com;93;;;46.21.22;Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleo
13452;AZIENDA;GRUPPO SINERGIA S.R.L.;POVEGLIANO VERONESE;VR;ITALIA;VIALE ARTIGIANATO, 32;37064;0456351570;mirko.ambrosi@grupposinergia.com;www.grupposinergia.net;;;;;
52294;AZIENDA;GRUPPO VOLTA SRL;SOMMACAMPAGNA;VR;ITALIA;VIA BUSSOLENGO,8;37066;045515265;amministrazione@gruppovolta.it;www.gruppovolta.it;6;16-05-2019;INFORMATICA;62.01;Produzione di software non connesso all'edizione
93488;AZIENDA;GUGLIELMI MOBILI SNC;RONCO ALL'ADIGE;VR;ITALIA;VIA CITTADELLA 4;37055;0457020146;guglielmi_mobili@libero.it;www.guglielmitavoli.it;1;;;31.09.10;Fabbricazione di mobili per arredo domestico
1153;AZIENDA;GUIDO BIANCHI & C. SRL;VERONA;VR;ITALIA;CIRC.NE MARONCELLI, 7/D;37123;045590011;info@guidobianchi.it;;12;;;;
17038;AZIENDA;HANGARTNER TERMINAL S.R.L.;VERONA;VR;ITALIA;VIA SOMMACAMPAGNA, 28;37137;0458282411;nicola.zanini@dbschenker.com;www.logistics.dbsche;;27-12-2018;;52.10.1;Magazzini di custodia e deposito per conto terzi
44816;AZIENDA;HASLERRAIL ITALIA SSRL;VILLAFRANCA DI VERONA;VR;ITALIA;VIALE POSTUMIA 58/C;37069;0456304558;lucia.campo@haslerrail.com;www.haslerrail.com;70;;;33.20.03;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (inc
11844;AZIENDA;HAWAI ITALIA S.R.L.;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA FORTE GAROFOLO, 16;37057;045 8266400;s.danzi@hawai.it;http://www.hawai.it;;;;;
45213;AZIENDA;HAXTEEL SRL;SAN MARTINO BUON ALBERGO;VR;ITALIA;VIA FENIL NOVO 2;37036;0458781597;marco@haxteel.com;www.haxteel.eu;5;18-05-2019;TELECOMUNICAZIONI;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
15262;ASSOCIAZIONE;SOCIETA' HELLAS VERONA F.C. SPA;VERONA;VR;ITALIA;VIA FRANCIA 21/D;37135;0458186113;camp@hellasverona.it;www.hellasverona.it;30;03-05-2018;;93.12.00;Attività di club sportivi
2295;AZIENDA;HI-FI SERVICE;VERONA;VR;ITALIA;VIA GOLOSINE 202/A;37136;0458200774;hifiserv@tin.it;http://www.hifiservicesnc.it/home.htm;;;;;
72300;AZIENDA;HIKARI SRL;PESCANTINA;VR;ITALIA;VIA MIRANDOLA 37A;37026;0458018058;amministrazione@hikavi.eu;www.hikari.eu;10;;;27.40.09;Fabbricazione di altre apparecchiature per illuminazione
2170;AZIENDA;HINOWA SPA;NOGARA;VR;ITALIA;VIA FONTANA, 3;37054;0442539100;info@hinowa.com;http://www.hinowa.com/contatti;160;17-12-2015;;28.22.02;Fabbricazione di gru, argani, verricelli a mano e a motore, carrelli trasbordatori, carrelli elevato
1060;AZIENDA;HIT INTERNET TECNOLOGIES SRL;AFFI;VR;ITALIA;VIA PACE, 5;37010;0456209711;giacomo.migliori@hit.it;http://www.hit.it;26;;;62.01;Produzione di software non connesso all'edizione
113783;AZIENDA;HOME INNOVATION SRL;VERONA;VR;ITALIA;VIA MARIN FALIERO 50;37100;0454858682;info@homeinnovation;;7;23-05-2019;INFORMATICA;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
140167;AZIENDA;HOMEPAGE SRL;VERONA;VR;ITALIA;VIA CASERMA OSPEDAL VECCHIO 6B;37100;;m.bazzotti@mos80.it;www.mos80.it;;20-05-2019;INFORMATICA;;
2195;AZIENDA;HONDA MOTOR EUROPE LOGISTICS NV;COLOGNOLA AI COLLI;VR;ITALIA;VIA STRA',152;37030;0456173329;claudia.felis@honda-eu.com;;44;01-03-2017;;52.10.10;Magazzini di custodia e deposito per conto terzi
74401;AZIENDA;HOTEL BORGHETTI;VERONA;VR;ITALIA;VIA VALPOLICELLA,47;37124;045941045;info@hotelborghetti.com;www.hotelborghetti.com;6;;;;
107022;AZIENDA;HOTELGEST SRLS;VERONA;VR;ITALIA;CORSO PORTA NUOVA ,22;37100;;info@empireverona.com;;;;;;
101942;AZIENDA;HT IMPIANTI DI BISSOLI MASSIMILIANO;DOLCE';VR;ITALIA;VIA PASSO DI NAPOLEONE 650;37020;0456861720;info@bissoliimpianti.it;;4;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
65375;AZIENDA;HWG SRL;VERONA;VR;ITALIA;VIALE DEL LAVORO 11;37100;0454932800;info@hwg.it;www.hwg.it;19;;;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
1945;AZIENDA;HYPHEN - ITALIA S.R.L.;VERONA;VR;ITALIA;VIA MARCONI, 14;37035;0456203200;saraceno.a@hypen-italia.com;;;;INFORMATICA;;
45029;AZIENDA;I CON SRL;VERONA;VR;ITALIA;VIA ALBERE,25;37138;0458167711;info@iconservizi.com;www.iconservizi.com;1;;;;
55668;AZIENDA;I.T.O.  S.R.L.;VERONA;VR;ITALIA;VIA FLAVIO GIOIA 39/A;37100;0452089103;;;;;;61.10.0;Telecomunicazioni fisse
17246;AZIENDA;IAMEO GIACOMO SCAVI E LAVORI EDILI;ALIFE;CE;ITALIA;STRADA PROVINCIALE, 330;81011;3200262056;ant.sassocap@libero.it;;;;;;
6292;AZIENDA;ICI CALDAIE S.P.A.;ZEVIO;VR;ITALIA;VIA G.PASCOLI,38;37059;0458738511;info@icicaldaie.com;www.icicaldaie.com;170;05-03-2018;;28.21.21;Fabbricazione di caldaie per riscaldamento
43098;AZIENDA;IDEALCOPY SRL;VERONA;VR;ITALIA;V.LE DELLA FIERA,6/B;37136;045504399;;;4;;;;
2303;AZIENDA;IDIOMA SERVIZI LINGUISTICI;S.GIOVANNI LUPATOTO;VR;ITALIA;VIA MADONNINA 2;37057;0456934956;idiomaservizilinguistici@gmail.com;http://www.idiomaservizilinguistici.com;;;;;
13837;AZIENDA;IDRA S.R.L.;BASSANO DEL GRAPPA;VI;ITALIA;VIA RAMBOLINA,7;36061;0424568623;amministrazione@idraweb.it;www.idraweb.it;54;06-04-2018;;46.74.20;Commercio all'ingrosso di apparecchi e accessori per impianti idraulici, di riscaldamento e di condi
117589;AZIENDA;IDRAULICA CIVILE SRLS;SONA;VR;ITALIA;VIA LIGURIA 47A;37060;045 6084048;;;;28-05-2019;COSTRUZIONE DEL MEZZO;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
1176;AZIENDA;IDRAULICA FIORINI SRL;S. MARIA DI ZEVIO;VR;ITALIA;V.LE ARCHIMEDE , 11;37059;;;;;;;;
107004;AZIENDA;IDRO-MAR DI MARAFIOTI NATALE;VERONA;VR;ITALIA;VICOLO CIECO RACCHETTA 3;37021;3355477150;idro.mar.sas@gmail.com;;;;;;
1800;AZIENDA;IEM S.R.L.;VERONA;VR;ITALIA;VIA GALVANI, 22/C;37139;045563003;info@iemimpiantielettrici.com;www.imimpianti elettrici.com;;23-05-2019;;;
48173;AZIENDA;IL POINT SRL;VERONA;VR;ITALIA;VIALE DELL'INDISTRIA,13;37135;045580892;ilpointvr@ilpoint.it;;24;;;46.46.30;Commercio all'ingrosso di articoli medicali ed ortopedici
136390;AZIENDA;IL TRUCIOLO SRL;MARIANO COMENSE;CO;ITALIA;VIA TRE VENEZIE 22;22066;031 3353131;;;44;29-04-2019;;38.32.3;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse
142810;AZIENDA;IMAGE SRL;ZEVIO;VR;ITALIA;CORSO CAVOUR 76;37059;;weconcept@weconcept.it;www.imagecreations.it;5;13-06-2019;INFORMATICA;18.13.00;Lavorazioni preliminari alla stampa e ai media
114419;AZIENDA;IMMOBILIARE LADY G. SRL;VERONA;VR;ITALIA;VIA UNITA' D'ITALIA 164;37132;3485252001;gaiardoni.imm@libero.it;;0;;;41.2;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI
113153;AZIENDA;IMPIANTI ELETTRICI FIORINI SANTO;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA TICINO 19;37057;0458779125;info@fiorinisanto.it;;;;;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
58684;AZIENDA;IMPRESA BERNARDI CHRISTIAN;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA RAGAZZI DEL'99,16;37057;3451422546;costruzioni.bernardi@gmail.com;;;;;43.39.01;Attività non specializzate di lavori edili (muratori)
41012;AZIENDA;INECO AUTO SPA;BOLZANO;BZ;ITALIA;VIA GALILEI 1;39100;045 8204437;service.pd@inecoauto.it;www.inecoauto.it;34;;;45.11.01;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri
41011;AZIENDA;INFIND SRL;PESCANTINA;VR;ITALIA;VIA ENRICO FERMI, 21;37026;045 6750055;info@infind.it;;28;07-06-2019;;28.99.2;Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori)
15202;AZIENDA;INFO PLUS SRL;GALATI ;;ITALIA;GRADINA VECHE;;0745091094;aditza_sava@yahoo.com ;;;;;;
142803;AZIENDA;INFOGEST SRL;SONA;VR;ITALIA;VIA FRATELLI CERVI 4 F;37060;;info@infogestsrl.it;www.infogestsrl.it;15;11-06-2019;;62.01.00;Produzione di software non connesso all'edizione
13416;AZIENDA;INFOLAB DATA SRL;SAN BONIFACIO;VR;ITALIA;VIA VILLABELLA 18;37047;0455117307;info@infolabdata.it;ww.infolabdata.it;5;27-03-2019;INFORMATICA;95.11;Riparazione di computer e periferiche
16615;AZIENDA;INFOMAT SERVIZI SRL;OPPEANO;VR;ITALIA;VIA VILLAFONTANA 267/269;37050;0458751526;gianpaolo.scalzotto@infomat.it;www.infomat.it;30;27-05-2019;INFORMATICA;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
16441;AZIENDA;INFORMETICA CONSULTING S.R.L.;SAN MARTINO BUON ALBERGO;VR;ITALIA;VIALE DEL LAVORO, 33;37036;0454857630;amministrazione@informeticons.com ;www.informeticons.com;;;;;
13503;AZIENDA;INFOVAL S.R.L.;GREZZANA;VR;ITALIA;VIALE DEL LAVORO, 2;37023;0458650746;gzanini@forgreenlife.it;www.giornalepantheon.it;5;27-12-2018;;;
1941;AZIENDA;INFRACOM ITALIA S.P.A.;VERONA;VR;ITALIA;P.LE EUROPA, 12;37135;0458271411;andrea.zampieri@infracom.it;;;;;;
31594;AZIENDA;INFRAMEDIA SRL;VERONA;VERONA;ITALIA;VIA DELLA CONSORTIA,23;37127;0458341329;info@inframedia.org;www.inframedia.org;6;;;;
86627;AZIENDA;INNOTEC TECNOLOGIE INNOVATIVE S.R.L.;VERONA;VR;ITALIA;VIA ENRICO FERMI,   13/C;37135;0458753072;sales@innotecitalia.it;www.innotecitalia.it;10;;;28.93;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco
57572;AZIENDA;INNOVAGROUP STABILIMENTO DI ERBE' SRL;ERBE';VR;ITALIA;VIA DELLA LIBERTA',6;37060;0458961620;erbe@innovagroup.it;www.innovagroup.it;35;;;17.23;Fabbricazione di prodotti cartotecnici
1480;AZIENDA;INPS - SEDE PROVINCIALE;VERONA;VR;ITALIA;VIA CESARE BATTISTI, 19;37122;045938111;mario.cracco@inps.it;;;;;;
15059;COOPERATIVA;INSIEME COOPERATIVA SOCIALE;VERONA;VR;ITALIA;VIA COLONIA ORFANI DI GUERRA, 2;37100;0458650538;segreteria@coopinsieme.it;www.coopinsiem.it;40;20-05-2019;LOGISTICA;;
11068;AZIENDA;INTERBETA S.R.L.;CASTEL D'AZZANO;VR;ITALIA;VIA V. BELLINI, 1;37060;045519679;rosanna.interbeta@ibt-group.it;;;;;;
1265;AZIENDA;INTESYS  S.R.L.;VERONA;VR;ITALIA;VIA ROVEGGIA, 3;37136;0458205513;alessandro.cortiana@intesys.it;ww.intesys.it;;27-05-2019;;62.09;Altre attività dei servizi connessi alle tecnologie dell'informatica
63286;SCUOLA;IPSEOA A.BERTI;VERONA;VR;ITALIA;VIA A.BERARDI 51;37139;045569443;vrrh02000x@istruzione.it;www.berti.gov.it;198;;;85.32.09;Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica
