TIPO_AZIENDA;RAGIONE_SOCIALE;SITO;N_DIPENDENTI;DATA_CONVENZIONE;CODICE_ATECO;DESC_ATECO
AZIENDA;TECNOLUX SRL;www.tecnolux-italia.it;40;01/12/2017;282;FABBRICAZIONE DI ALTRE MACCHINE DI IMPIEGO GENERALE
AZIENDA;TECNORULLI S.R.L.;http://www.tecnorulli.com/;;20/11/2015;;
AZIENDA;TECNOSERVICE SRL;www.tecnoservicesrl.info;104;27/12/2018;52291;Spedizionieri e agenzie di operazioni doganali
AZIENDA;TECNOVAP S.R.L.;http://www.tecnovap.it/;;;275100;Fabbricazione di elettrodomestici
AZIENDA;TEK SERVICE S.R.L.;;9;08/05/2018;620100;Produzione di software non connesso all'edizione
AZIENDA;TEKNO UNO S.R.L.;www.teknouno.it;;;;
COOPERATIVA;TEKNOPLANET SOC. COOP.;http://www.teknoplanet.eu/;;;;
AZIENDA;TELAROSA S.R.L.;;;;;
AZIENDA;TELEFIN SPA;www.telefin.it;56;26/03/2019;263029;Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni
AZIENDA;TELEPHONE HOUSE SNC;;2;;;
AZIENDA;TELEPOINT SNC;;;;;
AZIENDA;TEODORO SRL;www.teodorocostruzioni.it;;;;
AZIENDA;TERMINALI ITALIA S.R.L. FF.SS;www.terminaliitalia.it;;29/04/2019;;
AZIENDA;TERMOSANITARIA PASINATO SRL;www.pasinstogroup.it;58;07/05/2019;432201;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;TERRANOVA SRL;www.terranovasoftware.eu;;27/05/2019;266002;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
AZIENDA;TERRATRANS ITALIA S.R.L.;http://www.terratrans.de/english/trucking-service;;;;
AZIENDA;TESI ELETTRONICA SRL;www.tesi elettronica.it;14;04/04/2019;2612;Fabbricazione di schede elettroniche assemblate
AZIENDA;TH. KOHL S.R.L.;www.thkohl.it;65;;310121;Fabbricazione di altri mobili metallici per ufficio e negozi
AZIENDA;TIME SYSTEM COSTRUZIONI ELETTRICHE SNC;;11;30/05/2019;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TIRAPELLE TRASPORTI SRL;http://www.tirapelle.it/;;16/02/2016;;
AZIENDA;TMB SRL;www.tmbvacuum.com;27;10/05/2019;282999;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
AZIENDA;TOLA & C. SRL;;;27/05/2019;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TOMELINI MULTSERVICE SRL;www.tomultiservice.it;9;;;
AZIENDA;TOR MEC AMBROSI S.R.L.;www.tormec.com;44;15/05/2019;2562;Lavori di meccanica generale
AZIENDA;TORNERIA MECCANICA RONCONI GIUSEPPE;;8;;2562;METALMECCANICA
AZIENDA;TORNERIA TOSI SRL;http://www.torneriatosi.it/ita/servizi.php;;19/11/2015;;
AZIENDA;TOSCOVENETA IMPIANTI SNC DI ROMAGNOLI;info@toscaveneta.it;9;;432101;
AZIENDA;TRACONF SRL;www.traconf.it;166;09/04/2018;522922;Servizi logistici relativi alla distribuzione delle merci
AZIENDA;TREEMME DI MARCHIORI L. & C.;;;10/02/2016;;
AZIENDA;TRENITALIA SPA;;;;491000;Trasporto ferroviario di passeggeri (interurbano)
AZIENDA;TRILANCE S.R.L.;www.trilance.com;;;;
AZIENDA;TRIPLA C SRL;www.triplac.it;15;;412;
AZIENDA;TURCO FEDERICO OFF.MECC RIPARAZIONI;;1;07/06/2019;452010;Riparazioni meccaniche di autoveicoli
AZIENDA;TWIN GROUP;;10;13/06/2018;;
AZIENDA;TX LOGISTIK AG;;51;30/05/2019;;
AZIENDA;UCICAR S.N.C. DI RINCO A. & C.;www.ucicar.com;4;27/05/2019;45201;Riparazioni meccaniche di autoveicoli
AZIENDA;ULTRASTUDIO;htt://ultrastudio.pro;1;;742019;
AZIENDA;UMANA SPA;www.umana.it;741;;782000;Attività delle agenzie di fornitura di lavoro temporaneo (interinale)
AZIENDA;UNDERSCORE SOAVE COMPUTER DI DEMIS NAPOLI;http://www.underscore.computer/;1;13/05/2019;9511;Riparazione di computer e periferiche
AZIENDA;UNIGRAF S.R.L.;www.unigrafonline.it;;;;
AZIENDA;UNIMEC SRL;;10;07/05/2019;282999;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
UNIVERSITÀ;UNIVERSITA' DEGLI STUDI DI VERONA;www.di.univr.it;40;;8542;
AZIENDA;UNIVERSITA' DEL TEMPO LIBERO DI NEGRAR (UTL);www.utlnegrar.com;;;;
ENTE PUBBLICO;UNIVR DIREZIONE O.S.I.;www.univr.it;;;;
AZIENDA;USI ITALIA SRL;www.usiitalia.com;61;;292110;INDUSTRIA MELALMECCANICA
AZIENDA;USR VENETO-UAT VII VERONA;www.istruzioneverona.it;;;;
AZIENDA;UTECO CONVERTING S.P.A.;http://www.uteco.com/ita/;293;10/05/2018;;
AZIENDA;V.G.V. SRL;www.vgvsrl.com;60;;46741;COMMERCIO
AZIENDA;VALBUSA TECNOELETTRICA S.N.C. DI VALBUSA DARIO & C.;;;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;VALDOTECH S.A.S.;www.valdotech.com;3;20/05/2019;;
AZIENDA;VALIANTEC S.R.L.;www.valiantec.com;;18/05/2018;2651;Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici)
AZIENDA;VALUE TRANSFORMATION SERVICE;;;20/05/2019;;
AZIENDA;VECOMP SOFTWARE S.R.L.;www.vecompsoftware.it;26;;;
AZIENDA;VERONA CLIMB S.R.L.;www.kingrock.it;;;;
AZIENDA;VERONA DENTAL MAGAZINE SRL;;2;;;
AZIENDA;VERONA LAMIERE S.P.A.;;;;;
AZIENDA;VERONA REV SRL;;1;02/05/2019;712021;Controllo di qualità e certificazione di prodotti, processi e sistemi
AZIENDA;VERONA SALDATURA S.N.C.;www.veronasaldatura.it;;;;
AZIENDA;VERONESI HOLDING SPA;www.aiafood.com/it;77;03/04/2018;109100;Produzione di mangimi per l'alimentazione degli animali da allevamento
AZIENDA;VESTINVOGA SRL;www.vestinvoga.com;18;;14131;Confezione in serie di abbigliamento esterno
AZIENDA;VETRAUTO SRL;;29;;453101;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;VETRERIA BELLOMI SAS;;10;;2312;Lavorazione e trasformazione del vetro piano
AZIENDA;VETRERIA DO.LA.KA. S.R.L.;;;;;
AZIENDA;VI.BE.MAC. S.P.A.;;;23/05/2019;;
AZIENDA;VICENTINI SPA;http://www.vicentini.it/ita/;;20/05/2019;;
AZIENDA;VIERRE SISTEM SRL;www.vierresistem.it;3;;;
AZIENDA;VIESSMANN S.R.L.;;;;;
AZIENDA;VIGNOLA IMPIANTI TECNOLOGICI S.R.L.;;;;;
AZIENDA;VILLAFRUT SRL;www.villafrut.it;67;15/05/2019;;
AZIENDA;VIP MOTORCYCLES SRL;www.hd-verona.it;10;;;
AZIENDA;VIP SOLAR;www.vipsolar.it;;24/06/2019;;
AZIENDA;VIRTUAL LAND SRL;www.virtual-land.eu;;27/05/2019;631119;Altre elaborazioni elettroniche di dati
AZIENDA;VIVIANI SRL;;;;;COMMERCIO PRODOTTI ITTICI
AZIENDA;VM RACING;www.vmracing.it;;20/05/2019;;
AZIENDA;VOLLMER WERKE MASCHINENFABRIK;www.vollmer-group.com;;;;
AZIENDA;VOLVO ITALIA S.P.A.;www.volvo.com;;;;
AZIENDA;VR FREDDO SRL;;;20/05/2019;52011;
AZIENDA;VUESSE S.R.L.;www.vuessecasseforti.it;9;09/10/2017;;
AZIENDA;VULCANIA SYSTEM SRL;www.vulcaniasystem.it;3;;6201;
AZIENDA;VUORMAR PACKAGING SRL;www.vuormar.it;13;;282910;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti 
AZIENDA;WELLTECH SYSTEMS SRL;www.welltech.it;;;;
AZIENDA;WINTRADE SRL;www.wintrade.it;15;;6201;COMMERCIO
AZIENDA;W-T-S  SRL;;12;;494100;AUTOTRASPRTI MERCI SU STRADA
AZIENDA;YASHI ITALIA SRL;www.yashiweb.com;11;;262000;
AZIENDA;YUOR TRAINERS GROUP;http://www.yourtrainersgroup.it;;;;
AZIENDA;ZAMBONI TRANSERVICE SRL;www.zambonitranservice.it;45;;49410;Trasporto di merci su strada
AZIENDA;ZAMPINI GIUSEPPE SNC DI ZAMPINI CLAUDIO E F.LLI;;8;;47192;Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le t
AZIENDA;ZANINI IMPIANTI S.N.C.;www.zaniniimpianti.it;;;;
LIBERO PROFESSIONISTA;ZANONI ARCHITETTO PAOLO STUDIO ARCHITETTURA;;;27/05/2019;;
AZIENDA;ZARA ITALIA SRL;www.zara.com/it;4330;;47592;Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame
AZIENDA;ZOPPI WEB SOLUTIONS;www.zoppiniwebsolutions.com;1;;620909;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;ZUCCHELLI FORNI SPA;http://www.zucchelliforni.it/;;;;
AZIENDA;ZUCCHETTI S.P.A.;www.zucchetti.it;;;;
AZIENDA;ZWOLF SAS DI LAGO KATIA & C.;www.zwolf.it;2;24/05/2019;47991;Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato
